_id,placeId,stationName,address,bussinessStatus,location,openingHours,rating,totalUserRating,__v
{'$oid': '66a7f807b2c2cccdeafdd23a'},ChIJv--6OOzpbzER2auOcW9zOt8,Vinfast Charging Station,"X7W3+V3G, QL29, Hoà Bình 2, Tây Hòa, Phú Yên, Vietnam",OPERATIONAL,"{'lat': 12.9974173, 'lng': 109.2528686}",Closed,0,0,0
{'$oid': '66a7f807b2c2cccdeafdd23d'},ChIJj6AFyP7tbzERG0eHVNo-E18,VinFast Charging Station,"Đường Nguyễn Huệ, Phường7, Tuy Hòa, Phú Yên 620000, Vietnam",OPERATIONAL,"{'lat': 13.095326, 'lng': 109.316452}",Closed,0,0,0
{'$oid': '66a7f808b2c2cccdeafdd240'},ChIJ5zZ4skJTaDERtWzPAv_1DPY,VinFast Charging Station,"Đường Lý Thường Kiệt, phường, Quảng Ngãi, 570000, Vietnam",OPERATIONAL,"{'lat': 15.0993277, 'lng': 108.8176526}",Open,0,0,0
{'$oid': '66a7f80fb2c2cccdeafdd24a'},ChIJOV3XPiw8bzER3GXUvvurpuU,PVOIL CHXD ĐẬP ĐÁ sac diên,"KHU VỰC BẢ CANH, PHƯỜNG ĐẬP ĐÁ, THỊ XÃ AN NHƠN, Bình Định, Vietnam",OPERATIONAL,"{'lat': 13.9338841, 'lng': 109.0849943}",Closed,4.7,19,0
{'$oid': '66a7f811b2c2cccdeafdd256'},ChIJESTv4WNTaDERVHrximuHZwY,VinFast Charging Station,"Trường Sa, Nghĩa Phú, Tư Nghĩa, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 15.1279632, 'lng': 108.8347477}",Open,5,1,0
{'$oid': '66a7f811b2c2cccdeafdd259'},ChIJRdXDTAAhbDERBMMO3B_5gn0,Electric Vehicle Charging Station,"1211 Trường Chinh, Chư HDrông, Thành phố Pleiku, Gia Lai, Vietnam",OPERATIONAL,"{'lat': 13.9065376, 'lng': 108.015947}",Closed,0,0,0
{'$oid': '66a7f812b2c2cccdeafdd25c'},ChIJAyebFv9TaDERVcLxEVHUT6A,VinFast Charging Station,"Hầm B1, Vincom Plaza Quảng Ngãi, số 26, đường, 26 Lê Thánh Tôn, Nghĩa Chánh Nam, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 15.11368, 'lng': 108.810097}",Open,2,1,0
{'$oid': '66a7f819b2c2cccdeafdd262'},ChIJ9a_UFgANQjERzsk5Se19_7U,EV ONE Charging Station,"Cửa Đại, Hội An, Quảng Nam, Vietnam",OPERATIONAL,"{'lat': 15.895151, 'lng': 108.3696584}",Open,0,0,0
{'$oid': '66a7f819b2c2cccdeafdd265'},ChIJZ9mccQD_aDERbXDbgYmWF_Q,Electric Vehicle Charging Station,"TT. Mộ Đức, Mộ Đức District, Quang Ngai, Vietnam",OPERATIONAL,"{'lat': 14.9405592, 'lng': 108.8940359}",Closed,0,0,0
{'$oid': '66a7f819b2c2cccdeafdd268'},ChIJIbX4HgBVaDEROYUu7fTGYnE,Electric Vehicle Charging Station,"XVRG+2H2, QL1, Đức Thạnh, Mộ Đức, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 14.9901391, 'lng': 108.8762404}",Closed,0,0,0
{'$oid': '66a7f81ab2c2cccdeafdd26b'},ChIJKWbYIAAZQjERr96N2CKvicA,EV ONE Charging Station,"26X6+V93, Hòa Thuận Tây, Hải Châu, Đà Nẵng 550000, Vietnam",OPERATIONAL,"{'lat': 16.0496492, 'lng': 108.2109211}",Open,0,0,0
{'$oid': '66a7f81ab2c2cccdeafdd26e'},ChIJ2zLcagD_aDER0u1B6NHSEWE,Electric Vehicle Charging Station,"Đ. Phạm Văn Đồng, TT. Mộ Đức, Mộ Đức, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 14.9489675, 'lng': 108.8900886}",Closed,0,0,0
{'$oid': '66a7f81ab2c2cccdeafdd271'},ChIJv2UBTwBVaDERLi4mVv42Iek,Electric Vehicle Charging Station,"XVRM+R9Q, QL1A, Đức Chánh, Mộ Đức, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 14.9926028, 'lng': 108.8833757}",Closed,0,0,0
{'$oid': '66a7f81bb2c2cccdeafdd276'},ChIJRSx7TQBVaDER2o1wVU1rWgQ,Electric Vehicle Charging Station,"2VG6+6J7, Đức Nhuận, Mộ Đức, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 15.0253898, 'lng': 108.8615505}",Closed,0,0,0
{'$oid': '66a7f81bb2c2cccdeafdd279'},ChIJ_f4yYABVaDERUyk1YjmgXaI,Electric Vehicle Charging Station,"2RXX+JCW, QL1A, TT. Sông Vệ, Tư Nghĩa, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 15.0490362, 'lng': 108.8485161}",Closed,0,0,0
{'$oid': '66a7f81bb2c2cccdeafdd27c'},ChIJt7tTNgBVaDERi47nrfcqdWY,VinFast Charging Station,"2RCM+4W4, Sông Vệ - Nghĩa Mỹ - Hành Phước, Hành Phước, Nghĩa Hành, Quảng Ngãi, Vietnam",OPERATIONAL,"{'lat': 15.0200477, 'lng': 108.8348415}",Closed,0,0,0
{'$oid': '66a7f81cb2c2cccdeafdd280'},ChIJe7NVA0INQjERkeafw4WQZRM,VHN Charging Station,"17 Nguyễn Phan Vinh, Cẩm An, Hội An, Quảng Nam, Vietnam",OPERATIONAL,"{'lat': 15.9077408, 'lng': 108.3487698}",Open,0,0,0
{'$oid': '66a7f81cb2c2cccdeafdd284'},ChIJJYbZEDataTER0bFhnAy4Ejk,VinFast Charging Station,"Nghĩa Kỳ, Tư Nghĩa District, Quang Ngai 570000, Vietnam",OPERATIONAL,"{'lat': 15.116661, 'lng': 108.758156}",Open,0,0,0
{'$oid': '66a7f81db2c2cccdeafdd287'},ChIJVbSB5dBPaDEROzlZ_gDAuRE,VinFast Charging Station,"Cảng, Sa Kỳ, Bình Châu, Bình Sơn, Quảng Ngãi 570000, Vietnam",OPERATIONAL,"{'lat': 15.21537, 'lng': 108.914238}",Open,0,0,0
{'$oid': '66a7f81db2c2cccdeafdd28a'},ChIJw4MJbxr9QTERHe61t7PprOk,VinFast Charging Station,"RWMV+QRP, Hòa Hữu, Đại Lộc, Quảng Nam, Vietnam",OPERATIONAL,"{'lat': 15.8344747, 'lng': 107.9445671}",Open,0,0,0
{'$oid': '66a7f826b2c2cccdeafdd2a0'},ChIJI2liewBDaTERQQuSG6o7odM,VinFast Charging Station,"J78V+846, ĐT676, Măng Đen, Kon Plông, Kon Tum, Vietnam",OPERATIONAL,"{'lat': 14.6164638, 'lng': 108.292876}",Closed,0,0,0
{'$oid': '66a7f84bb2c2cccdeafdd2f1'},ChIJd6O_fwA9bDERskdRvEUg3fk,VinFast Charging Station,"WRXC+MJW, ĐT664, TT. Ia Kha, Ia Grai, Gia Lai, Vietnam",OPERATIONAL,"{'lat': 13.9492315, 'lng': 107.8215891}",Closed,0,0,0
{'$oid': '66a7f85fb2c2cccdeafdd31b'},ChIJU0w-v08dcjERhCGpy6qEFwk,VinFast Charging Station,"78 Lý Thường Kiệt, Thắng Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk 63000, Vietnam",OPERATIONAL,"{'lat': 12.6815692, 'lng': 108.0436112}",Open,4,4,0
{'$oid': '66a7f86fb2c2cccdeafdd335'},ChIJH72-FCmhdDERHw-gfDTWzeU,VinFast Charging Station,"416 QL14, Tân Phú, Đồng Xoài, Bình Phước 830000, Vietnam",OPERATIONAL,"{'lat': 11.5377017, 'lng': 106.9006431}",Closed,0,0,0
{'$oid': '66a7f86fb2c2cccdeafdd338'},ChIJN2KWTwBhczER5Stk1gqxG0Q,VinFast Charging Station,"HXXQ+C24, QL14, Đồng Tâm, Đồng Phú, Bình Phước, Vietnam",OPERATIONAL,"{'lat': 11.598287, 'lng': 106.9875582}",Closed,5,1,0
{'$oid': '66a7f870b2c2cccdeafdd33c'},ChIJSRG6ug9jczERzjLbXTrZZu4,Electric Vehicle Charging Station,"J269+XG3, Đồng Tâm, Đồng Phú, Bình Phước, Vietnam",OPERATIONAL,"{'lat': 11.6123993, 'lng': 107.0188052}",Closed,0,0,0
{'$oid': '66a7f872b2c2cccdeafdd34c'},ChIJafLnagB1czERbgNgXCZWom8,VinFast Charging Station,"R66M+243, Đức Phong, Bù Đăng, Bình Phước, Vietnam",OPERATIONAL,"{'lat': 11.8101339, 'lng': 107.2327105}",Closed,4.5,2,0
{'$oid': '66a7f879b2c2cccdeafdd350'},ChIJve6_S-pNczERGK2kh264h6E,VinFast Charging Station,"QL13, Ấp 2, Lộc Ninh, Bình Phước 830000, Vietnam",OPERATIONAL,"{'lat': 11.776531, 'lng': 106.580559}",Closed,0,0,0
{'$oid': '66a7f883b2c2cccdeafdd368'},ChIJA7sYdgBLcjERXRHN8m6TUIA,EV ONE Charging Station,"8H4Q+H3M, QL14, Đắk Song, Đắk Nông, Vietnam",OPERATIONAL,"{'lat': 12.3065956, 'lng': 107.5875586}",Open,0,0,0
{'$oid': '66a7f883b2c2cccdeafdd36d'},ChIJqZPPX2DxcjERbLaY-2oFm68,Electric Vehicle Charging Station,"F55M+8JM, Krong Saen Monourom, Cambodia",OPERATIONAL,"{'lat': 12.4586418, 'lng': 107.183807}",Closed,0,0,0
{'$oid': '66a7f885b2c2cccdeafdd377'},ChIJO1olquK1czERUWj7NUDkomU,SolarEV Charging Station,"4MP2+37W, Trường Xuân, Đắk Song, Đắk Nông, Vietnam",OPERATIONAL,"{'lat': 12.1349183, 'lng': 107.6507254}",Open,4.4,5,0
{'$oid': '66a7f88db2c2cccdeafdd384'},ChIJgzPVpChdcjERxYxo6tQ1Dqo,EDC Pechinda,"HC4G+Q8Q, Pech Chreada, Cambodia",OPERATIONAL,"{'lat': 12.556956, 'lng': 107.425844}",Closed,5,1,0
{'$oid': '66a7f88eb2c2cccdeafdd38b'},ChIJVRAZpEW5czERG4q__AqpiNo,VinFast Charging Station,"XMG2+W27, Đăk Yao, Gia Nghĩa, Đắk Nông, Vietnam",OPERATIONAL,"{'lat': 11.9772879, 'lng': 107.6500588}",Open,3,2,0
{'$oid': '66a7f88eb2c2cccdeafdd38f'},ChIJ9_nL_8ELdDERcT4N2NM-mok,VinFast Charging Station,"QL20, thôn 5, Bảo Lộc, Lâm Đồng 66450, Vietnam",OPERATIONAL,"{'lat': 11.4719935, 'lng': 107.7342364}",Open,5,1,0
{'$oid': '66a7f88eb2c2cccdeafdd392'},ChIJ02C8VQBhdDERaryHgp67dAs,Electric Vehicle Charging Station,"Cây xăng Nam Trung Phong QL20, Phú Lợi, Định Quán, Đồng Nai, Vietnam",OPERATIONAL,"{'lat': 11.2307877, 'lng': 107.3827045}",Closed,0,0,0
{'$oid': '66a7f88fb2c2cccdeafdd395'},ChIJlQQVvFPHczERzvp3lOcYTYY,VinFast Charging Station,"25 Huỳnh Thúc Kháng, Phường Nghĩa Thành, Gia Nghĩa, Đắk Nông 640000, Vietnam",OPERATIONAL,"{'lat': 12.0041482, 'lng': 107.6840292}",Open,0,0,0
{'$oid': '66a7f88fb2c2cccdeafdd39a'},ChIJexGkVwG7czERTfEGVjNpcHk,VinFast Charging Station,"3 Đường Nguyễn Tất Thành, TT. Kiến Đức, Đắk R'Lấp, Đắk Nông, Vietnam",OPERATIONAL,"{'lat': 11.9967561, 'lng': 107.5127122}",Closed,4.8,5,0
{'$oid': '66a7f890b2c2cccdeafdd39e'},ChIJL4AvS5pTdDERr3VZ399fIOE,VinFast Charging Station,"QL1A, Ấp 6, Xuân Lộc, Đồng Nai 76000, Vietnam",OPERATIONAL,"{'lat': 10.90197, 'lng': 107.424583}",Open,3.2,9,0
{'$oid': '66a7f896b2c2cccdeafdd3a1'},ChIJ2d4fEAD9DDERROUWHuONbyw,Electric Vehicle Charging Station,"ផ្លូវ​លេខ3, Chhlong, Cambodia",OPERATIONAL,"{'lat': 12.2544442, 'lng': 105.9674528}",Closed,5,1,0
{'$oid': '66a7f8d8b2c2cccdeafdd42f'},ChIJBZzEJQCDdjERz3H0q4SgRXo,VinFast Charging Station,"2duong Trần Hưng Đạo, Phú Trinh, Thành phố Phan Thiết, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.9399462, 'lng': 108.1033723}",Open,1,1,0
{'$oid': '66a7f8d8b2c2cccdeafdd432'},ChIJi6nCiGSDdjERQh_Vy2AER8o,VinFast Charging Station,"47 Châu Văn Liêm, Phú Thuỷ, Thành phố Phan Thiết, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.9356652, 'lng': 108.1158143}",Open,4.7,23,0
{'$oid': '66a7f8d8b2c2cccdeafdd435'},ChIJZcibOE2FdjER7lsZfhPgopg,VinFast Charging Station,"151 Nguyễn Thông, Phú Hài, Thành phố Phan Thiết, Bình Thuận 800000, Vietnam",OPERATIONAL,"{'lat': 10.939308, 'lng': 108.152162}",Closed,4.8,9,0
{'$oid': '66a7f8d9b2c2cccdeafdd438'},ChIJc_0KCQBHcTERNrizZWJOBlc,SolarEV Charging Station,"707 QL20, Liên Nghĩa, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.7289336, 'lng': 108.3717439}",Open,5,1,0
{'$oid': '66a7f8d9b2c2cccdeafdd43b'},ChIJz0eSdADDdjERahQOp4niWS0,EV ONE Charging Station,"5G7X+M3, Hoà Phú, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.1641574, 'lng': 108.5476091}",Open,0,0,0
{'$oid': '66a7f8dab2c2cccdeafdd43f'},ChIJ47_scQApdzERxy-ztoMae3s,EV ONE Charging Station,"Phước Diêm, Ninh Phước District, Ninh Thuận, Vietnam",OPERATIONAL,"{'lat': 11.3336164, 'lng': 108.8730817}",Open,0,0,0
{'$oid': '66a7f8dab2c2cccdeafdd442'},ChIJC5SlXAApdDERltAgq0Iu7aM,VinFast Charging Station,"204, 204 Dân Bình, Hàm Kiệm, Hàm Thuận Nam, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.9198359, 'lng': 107.98527}",Closed,5,2,0
{'$oid': '66a7f8dab2c2cccdeafdd446'},ChIJVfrVRNrDdjERIiZuYoh1rUY,VinFast Charging Station,"Thôn, Bình Lễ, Bắc Bình, Bình Thuận 800000, Vietnam",OPERATIONAL,"{'lat': 11.18533, 'lng': 108.55632}",Open,3.5,6,0
{'$oid': '66a7f8dbb2c2cccdeafdd449'},ChIJoVZy7egTcTERHt87N2N_w1o,VinFast Charging Station,"7A Đường Triệu Việt Vương, Phường 4, Thành phố Đà Lạt, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.9299943, 'lng': 108.4286819}",Open,4.8,4,0
{'$oid': '66a7f8dbb2c2cccdeafdd44c'},ChIJI2OBXABLdDERX5Zfh-1G_9o,VinFast Charging Station,"RJW7+2PC, QL1A, Thôn 5, Thành phố Phan Thiết, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.8450602, 'lng': 107.61426}",Open,0,0,0
{'$oid': '66a7f8dcb2c2cccdeafdd44f'},ChIJlTgucADPcDERSYTQZ-E_dTw,EV ONE Charging Station,"Yên Ninh, Sơn Hải, Phan Rang-Tháp Chàm, Ninh Thuận, Vietnam",OPERATIONAL,"{'lat': 11.5750782, 'lng': 109.023949}",Open,0,0,0
{'$oid': '66a7f8dcb2c2cccdeafdd452'},ChIJabXB4tzPcDERA6TADMLgj64,VinFast Charging Station,"122 Mười Sáu Tháng Tư, Mỹ Hải, Phan Rang-Tháp Chàm, Ninh Thuận, Vietnam",OPERATIONAL,"{'lat': 11.5639946, 'lng': 109.0089313}",Open,3.8,4,0
{'$oid': '66a7f8dcb2c2cccdeafdd455'},ChIJqxRnCACfdjER3-TBpudrOjQ,VinFast Charging Station,"34PJ+QW4, QL28, Ma Lâm, Hàm Thuận Bắc, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.0868867, 'lng': 108.1323307}",Closed,5,2,0
{'$oid': '66a7f8dcb2c2cccdeafdd458'},ChIJL7lNbwDPdTERcxV2HXh6Ie4,VinFast Charging Station,"32C Thống Nhất, P, Hàm Tân, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.6603198, 'lng': 107.7731209}",Open,4.8,5,0
{'$oid': '66a7f8ddb2c2cccdeafdd45b'},ChIJz7IdSABBcTERmcsYqmY4Bmg,Electric Vehicle Charging Station,"6 Nguyễn Biểu, Liên Nghĩa, Đức Trọng, Lâm Đồng 673430, Vietnam",OPERATIONAL,"{'lat': 11.7363727, 'lng': 108.3686178}",Closed,0,0,0
{'$oid': '66a7f8ddb2c2cccdeafdd45e'},ChIJQXrLKwATcTEROSNVk7UPB1Y,EV ONE Charging Station,"Phường 9, Thành phố Đà Lạt, Lam Dong, Vietnam",OPERATIONAL,"{'lat': 11.9498456, 'lng': 108.4559404}",Open,0,0,0
{'$oid': '66a7f8e6b2c2cccdeafdd472'},ChIJeQkqI0n5dDERyZZmROsCbTE,VinFast Charging Station,"Suối Tre, Long Khánh, Dong Nai, Vietnam",OPERATIONAL,"{'lat': 10.9412659, 'lng': 107.2351914}",Open,4.3,8,0
{'$oid': '66a7f8e7b2c2cccdeafdd477'},ChIJi_94-UjPdTERRRWfy2gUIw4,PVOIL CHXD No. 1 - LA GI,"32C Thống Nhất, P, Hàm Tân, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 10.6603733, 'lng': 107.7729756}",Closed,4.1,39,0
{'$oid': '66a7f8e7b2c2cccdeafdd47a'},ChIJNWxkjroJdTERYFHknHeX5KI,VinFast Charging Station,"H6R3+HJR, Đường số 10, Suối Nghệ, Châu Đức, Bà Rịa - Vũng Tàu, Vietnam",OPERATIONAL,"{'lat': 10.5914814, 'lng': 107.2040111}",Open,5,4,0
{'$oid': '66a7f8f0b2c2cccdeafdd489'},ChIJUxe2GQBLcTERF7s9jAzmmbU,VinFast Charging Station,"Ninh Loan, Đức Trọng District, Lam Dong, Vietnam",OPERATIONAL,"{'lat': 11.5485318, 'lng': 108.3481771}",Open,0,0,0
{'$oid': '66a7f8f1b2c2cccdeafdd48e'},ChIJQbxwLYnXdjERpZxm2zS-4OA,VinFast Charging Station,"7PJQ+H65, Vĩnh Hảo, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.2805968, 'lng': 108.7387617}",Open,5,3,0
{'$oid': '66a7f8f1b2c2cccdeafdd492'},ChIJvTQcojhtcTERWdO0tPrm2NM,VinFast Charging Station,"36A Đường Bạch Đằng, Phường 7, Thành phố Đà Lạt, Lâm Đồng 66000, Vietnam",OPERATIONAL,"{'lat': 11.964762, 'lng': 108.426895}",Open,3,9,0
{'$oid': '66a7f8f1b2c2cccdeafdd495'},ChIJMbs7jabDdjERa6xtUMJETHI,XE ĐIỆN HỮU HUY,"301 Trần Hưng Đạo, Phan Rí Cửa, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.1707611, 'lng': 108.5654417}",Open,4.6,5,0
{'$oid': '66a7f8f2b2c2cccdeafdd498'},ChIJS-VGy1tBcTERRo0MuCDmAg4,VinFast Charging Station,"Sandal Star 1, km 270, QL20, tổ 12, Đức Trọng, Lâm Đồng 66800, Vietnam",OPERATIONAL,"{'lat': 11.73712, 'lng': 108.373711}",Open,0,0,0
{'$oid': '66a7f8f8b2c2cccdeafdd49c'},ChIJZ9rbm2NpdDERx207gJ8-iGk,VinFast Charging Station,"Võ Xu, Đức Linh District, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.1866442, 'lng': 107.5620968}",Open,4.5,2,0
{'$oid': '66a7f8f9b2c2cccdeafdd4a1'},ChIJPZCqRdk_dDERQUEBtIrt9RM,PVOIL CHXD HUY KHIÊM,"Thôn 3, Tánh Linh District, Bình Thuận 77510, Vietnam",OPERATIONAL,"{'lat': 11.1635665, 'lng': 107.729522}",Closed,4.8,5,0
{'$oid': '66a7f8fab2c2cccdeafdd4a5'},ChIJB2IhHQBDdDERMhlzrAApzmA,VinFast Charging Station,"4GW4+J27, Đường 3/2, ĐứcTài, Đức Linh, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.1464001, 'lng': 107.5049678}",Closed,0,0,0
{'$oid': '66a7f905b2c2cccdeafdd4c3'},ChIJHeN6ZuoJdTERRTDsSCKrRCQ,Electric Vehicle Charging Station,"Bàu Chinh, Châu Đức District, Ba Ria - Vung Tau, Vietnam",OPERATIONAL,"{'lat': 10.6636849, 'lng': 107.2484459}",Closed,4,4,0
{'$oid': '66a7f905b2c2cccdeafdd4c9'},ChIJKzlbNVZzdTERhZsbgUdsfBo,VinFast Charging Station,"TTTM Big C, GO!, Lê Thành Duy, Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam",OPERATIONAL,"{'lat': 10.4921688, 'lng': 107.1685686}",Open,4,2,0
{'$oid': '66a7f921b2c2cccdeafdd506'},ChIJBS_EylXZdjERLJsl2d9lKEs,Vinfast Charging Station,"6PH9+C8X, Liên Hương, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.228724, 'lng': 108.718159}",Closed,5,1,0
{'$oid': '66a7f922b2c2cccdeafdd509'},ChIJBbQjOQDTcDERKzhK3ENN9Uc,VinFast Charging Station,"FWG3+5VH, QL1A, Phước nam, Thành phố Qui Nhơn, Bình Định, Vietnam",OPERATIONAL,"{'lat': 11.4754284, 'lng': 108.904738}",Closed,0,0,0
{'$oid': '66a7f92ab2c2cccdeafdd518'},ChIJq-7alSb3czERGPVz3VO-7Zk,VinFast Charging Station,"83 Phan Bội Châu, Phường 1, Bảo Lộc, Lâm Đồng 66450, Vietnam",OPERATIONAL,"{'lat': 11.5441187, 'lng': 107.8109264}",Open,5,1,0
{'$oid': '66a7f933b2c2cccdeafdd529'},ChIJCWxNFgvZdjERbIb25hgvNpU,VinFast Charging Station,"7P9J+VWR, QL1A, Phước Thể, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.269954, 'lng': 108.7324871}",Closed,5,2,0
{'$oid': '66a7f934b2c2cccdeafdd531'},ChIJMd4MzqDDdjER5FAF9Ivw6i4,Rửa Xe 89,"89 Quang Trung, Phan Rí Cửa, Tuy Phong, Bình Thuận, Vietnam",OPERATIONAL,"{'lat': 11.1730234, 'lng': 108.5679245}",Closed,0,0,0
{'$oid': '66a7f934b2c2cccdeafdd535'},ChIJAY-UjKMrdzERVO61zG-_XNo,VinFast Charging Station,"9V5G+VW8 Cầu Oằn, QL1, Phươc Diêm, Ninh Phước, Ninh Thuận, Vietnam",OPERATIONAL,"{'lat': 11.3597327, 'lng': 108.8774742}",Closed,5,1,0
{'$oid': '66a7f94fb2c2cccdeafdd56b'},ChIJsaxoxgP8NTERAko1Lb-acZw,THANH CHXD PVOIL NE,"TT Thanh Nê - Kiến Xương - Thái Bình, Thái Bình, Vietnam",OPERATIONAL,"{'lat': 20.3891201, 'lng': 106.4337365}",Closed,4.6,15,0
{'$oid': '66a7f9c8b2c2cccdeafdd66b'},ChIJO38PAABzCjERbara8w0jvIY,VinFast Charging Station,"222 Trần Hưng Đạo, P. Mỹ Thới, Thành phố Long Xuyên, An Giang, Vietnam",OPERATIONAL,"{'lat': 10.3541981, 'lng': 105.4585315}",Open,5,3,0
{'$oid': '66a7f9c9b2c2cccdeafdd66f'},ChIJw3Eqk5hzCjERzTRPDd-cseM,PVOIL CHXD No. 66,"222 Trần Hưng Đạo, P. Mỹ Thới, Thành phố Long Xuyên, An Giang, Vietnam",OPERATIONAL,"{'lat': 10.3543745, 'lng': 105.458421}",Open,3.8,24,0
{'$oid': '66a7f9c9b2c2cccdeafdd672'},ChIJ-zXeNgAnCjERGsMl4OqPcpM,EV ONE Charging Station,"Châu Phú B, Chau Doc, An Giang, Vietnam",OPERATIONAL,"{'lat': 10.7078277, 'lng': 105.1247147}",Open,0,0,0
{'$oid': '66a7f9cab2c2cccdeafdd677'},ChIJfRavGgAhCjERqAcYVSomljY,EV ONE Charging Station,"Vĩnh Phước, Chau Doc, An Giang, Vietnam",OPERATIONAL,"{'lat': 10.6716513, 'lng': 105.0769233}",Open,0,0,0
{'$oid': '66a7f9cab2c2cccdeafdd67a'},ChIJl-DxaAC1oDERZdb2xzIdgH0,EV ONE Charging Station,"P. An Hoà, Rạch Giá, Kien Giang, Vietnam",OPERATIONAL,"{'lat': 9.9816998, 'lng': 105.103125}",Open,0,0,0
{'$oid': '66a7f9cab2c2cccdeafdd67d'},ChIJQ50hc9qZoDERmeA4XSXo3jk,VinFast Charging Station,"ĐT921, ấp Thạnh Hưng, Cờ Đỏ, Cần Thơ 94000, Vietnam",OPERATIONAL,"{'lat': 10.0992028, 'lng': 105.4269952}",Open,0,0,0
{'$oid': '66a7f9cab2c2cccdeafdd680'},ChIJdy4IgGBlCjERPxm5gwcuzXg,VinFast Charging Station,"số 5 Đ. 30 Tháng 4, Phường 1, TP. Cao Lãnh, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.456232, 'lng': 105.633827}",Open,0,0,0
{'$oid': '66a7f9cbb2c2cccdeafdd683'},ChIJud4SDgDpoDERIFjOeR3GAig,EV ONE Charging Station,"60 Trần Hưng Đạo, Phường 5, Vị Thanh, Hậu Giang, Vietnam",OPERATIONAL,"{'lat': 9.7948909, 'lng': 105.4804388}",Open,0,0,0
{'$oid': '66a7f9cbb2c2cccdeafdd686'},ChIJVcvN7jp2CTERNSjgJbp8SrQ,Electricity of Takev,"XQQP+R36, Takeo, Cambodia",OPERATIONAL,"{'lat': 10.9895402, 'lng': 104.7851589}",Closed,4.5,6,0
{'$oid': '66a7f9ccb2c2cccdeafdd68a'},ChIJ1YudhuwMCjERuVDpoGh_uSk,PVOIL CHXD No. 56,"Ấp Phú An, Thị Trấn Phú Hòa, Huyện Thoại Sơn, Tỉnh An Giang., An Giang, Vietnam",OPERATIONAL,"{'lat': 10.3648347, 'lng': 105.3858265}",Closed,4.1,13,0
{'$oid': '66a7f9ccb2c2cccdeafdd68d'},ChIJ0wX-TQCboDERqmUEv0BLGsU,Vinfast Charging Station,"3H83+FWJ, ĐT922, TT. Thới Lai, Thới Lai, Cần Thơ, Vietnam",OPERATIONAL,"{'lat': 10.0662574, 'lng': 105.5549327}",Closed,0,0,0
{'$oid': '66a7f9cdb2c2cccdeafdd692'},ChIJjSSm7qvHCzERLlkUCIQvERY,Electric Vehicle Charging Station,"Cambodia, KH一号路78公里邮政编码: 120000",OPERATIONAL,"{'lat': 11.179946, 'lng': 105.3971271}",Closed,0,0,0
{'$oid': '66a7f9cdb2c2cccdeafdd695'},ChIJsxuUfD1_CjERSrcG4Q0VZtE,VinFast Charging Station,"7QM9+M4H, Tân Phú Đông, Sa Đéc, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.2842129, 'lng': 105.7678784}",Closed,0,0,0
{'$oid': '66a7f9cdb2c2cccdeafdd698'},ChIJn2luqzF_CjER7MRc1yrHvKc,VinFast Charging Station,"91 Đ. Hùng Vương, Ấp Phú, Sa Đéc, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.2849671, 'lng': 105.7667763}",Closed,0,0,0
{'$oid': '66a7f9d4b2c2cccdeafdd69d'},ChIJmWnCaedRCTERe5d5_6SF_yY,Electric Vehicle Charging Station,"st 1928 sangkat phnom penh themy, 120801, Cambodia",OPERATIONAL,"{'lat': 11.5896434, 'lng': 104.8737493}",Open,1,1,0
{'$oid': '66a7f9d4b2c2cccdeafdd6a0'},ChIJJXs-kGRRCTERbqRPdEqLK5o,Electric Vehicle Charging Station,"63 St 306, Phnom Penh, Cambodia",OPERATIONAL,"{'lat': 11.551922, 'lng': 104.923514}",Open,5,5,0
